,price,AD ID,Location,Delivery,Negotiable,Ads Posted,Ads Expiry,Type,Living Room,Floor,Bathroom,Bedroom,Road Type,Land Size (Aana/Dhur),Buildup (Sqr. Ft.),Furnishing,Kitchen,Road Size,url,Used For,Land Mark,Features
58,"रू. 6,25,00,000",HB-3033551,Bhaktapur > Dadhikot (Ananta),Available,Negotiable,1 years ago,2023-08-31,,1,2.5,4,,Pitched,8 A,1100,Non,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-dadhikot-bhaktapur-in-bhaktapur/774bdcde3879452b891181af8893e29d,10 years,"Dadhikot, Bhaktapur","Garden, Parking Space, Servant Quarter"
59,"रू. 2,50,00,000",HB-0D0542,"Gwarko, Lalitpur",Not Available,Negotiable,24 days ago,2023-07-16,HouseIndividual,1,2,2,6,Pitched,2.1 aana,,Semi,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-gwarko-lalitpur-in-lalitpur/0d054269346f4134b63b2643bc2415fd,,80m from BNB hospital,Located At Peaceful Area and Parking Space available
60,"रू. 1,60,00,000",HB-0E92FC,"Imadol (Mahalaxmi), Lalitpur",Not Available,Not Negotiable,24 days ago,2024-12-12,HouseIndividual,2,2.5,3,4,Pitched,2.5,1000,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/25-storey-residential-house-on-sale-at-imadol-in-lalitpur/0e92fc0c7b414efaabcce7325f0fcc0b,,,
61,"रू. 4,00,00,000",HB-E8C56D,Kathmandu > Gothatar (Kageshwor),Not Available,Negotiable,1 years ago,2023-08-26,House - Individual,4,3.5,5,10,Pitched,5-2,,Semi,4,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-gothatar-kathmandu-in-kathmandu/e8c56d18398e43acb073751f43ec6178,,compound,car parking space
62,"रू. 12,00,00,000",HB-2994251,Lalitpur > Mahalaxmisthan,Available,Negotiable,1 years ago,2023-08-31,,2,2.5,7,10,Pitched,19,,Semi,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/bungalowonsale-at-mahalaxmithaan-in-lalitpur/ea505b9fc6864f7397d2cec38da0fd34,,,"2, 3, Garden, Parking Space"
63,"रू. 6,00,00,000",HB-B6E570,"Amar Sishu Vidyalaya, Chuda Bikram Street, Arun Thapa Murti Chowk, Kupondole, Patan, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 44690, Nepal",Not Available,Negotiable,23 days ago,2023-06-22,HouseIndividual,2,2.5,3,6,Pitched,7.5 anna,7000,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/75-anna-land-with-free-house-on-sale-in-kupondole-in-lalitpur/b6e570002b16433e9eab62841d3d551b,,,
64,"रू. 7,25,00,000",HB-CAF70C,"गोल्फुटार मुख्य सडक, धरमपुर",Not Available,Negotiable,2 months ago,2023-06-30,House In a Colony,1,012,4,4,Pitched,7,0,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/7-aana-land-with-bonglow-for-sale-cg-colony-in-nepal/caf70ca155f142f189eb773aea8d01d7,residential,CG Hills Hattigauda,luxury Villa
65,"रू. 80,00,000",HB-E06AAA,"Dhading District, Dhading",Not Available,Negotiable,27 days ago,2023-09-19,HouseIndividual,0,1,2,3,Gravel,5 aana 3 dam,000,Non,1,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/dhading-bensi-puchharbazar-house-sale-in-dhading/e06aaaf5d6874320ac48daf581488ab3,,,"Compound house, car parking, family house"
66,"रू. 14,00,00,000",HB-42A043,"Tokha, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Negotiable,8 months ago,2025-06-30,House - Individual,2,3,1,5,Pitched,15,2100,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/15-in-nepal/42a04339ec844bf599502927299d3cff,,,All
67,"रू. 3,75,00,000",HB-875C86,"Kalopul, Panna Hiti, Maitidevi",Not Available,Not Negotiable,8 months ago,2023-10-29,House - Individual,1,3,3,4,Pitched,4,2400,Non,1,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/kalopul-house-on-4-aana-well-shaped-budget-family-in-nepal/875c86d0a4f447c6b5f145f91568182d,,,
68,"रू. 2,40,00,000",HB-5D1AC0,"Hattiban Housing, Lalitpur, Nepal",Available,Negotiable,1 years ago,2080-09-09,House - Individual,3,3,4,9,Pitched,3anna,2.5,Semi,3,,https://hamrobazaar.com/for-sale-house/3storied-house-in-lalitpur/5d1ac077db504274abd82f9ce1486078,new,na,semi furnished
69,"रू. 11,00,00,000",HB-B771C1,"Satdobato, Lalitpur",Not Available,Negotiable,14 days ago,2028-03-11,Bunglow,1,2.5,4,4,Pitched,12 Aana 3 paisa,3000,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/bungalow-sale-satdobato-in-lalitpur/b771c1dc2e4a46e89000ac289d1eb9f5,,Satdobato,
70,"रू. 2,20,00,000",HB-0EE370,"बोर्चा, Siddhipur, खड्काटोल, खड्कागाउ, ललितपुर महानगरपालिका, ललितपुर, Bagmati Pradesh, नेपाल",Not Available,Negotiable,3 months ago,2023-07-26,House - Individual,2,2,8,8,Soil (Mato),3,1169,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/tikathali-lalitpur-ma-ghar-bikri-ma-in-nepal/0ee37010134c4d04a0cf3faaf3b5e9c8,,,
71,"रू. 2,70,00,000",HB-1BAE23,"सीतापाखा, Imadol",Not Available,Negotiable,3 months ago,2030-04-09,House - Individual,2,3,4,5,Soil (Mato),0320,0,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-w-bhatta-nayabasti-in-nepal/1bae23d235eb440fb70c715e87731057,,,
72,"रू. 3,25,00,000",HB-99560C,"सीतापाखा, इमाडोल",Not Available,Negotiable,28 days ago,2023-06-17,House - Individual,2,3,4,5,Soil (Mato),0320,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/in-nepal/99560c28d74940299d4abb135a9e3198,,,
73,"रू. 2,35,00,000",HB-41099F,"तारकेश्वर, Tarakeshwar, Kathmandu",Not Available,Negotiable,9 months ago,2024-09-05,House - Individual,0,313,0,0,Gravel,4,0,Non,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/manamaiju-ma-4-aana-ma-baneko-ghar-in-kathmandu/41099fb118094655acd72c7afade2f96,,,
74,"रू. 6,50,00,000",HB-31962F,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",Not Available,Negotiable,2 months ago,2023-10-29,HouseIndividual,1,2.5,5,4,Pitched,7,2800sqf,Semi,1,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-hattigauda-in-kathmandu/31962f7f8e404a11a9404f5bd4035846,,,
75,"रू. 2,75,00,000",HB-DE054B,"Bhangal (Budhanilkantha) , bangal",Available,Negotiable,1 years ago,2023-07-19,House - Individual,,,,,Gravel,3aana 1paisa,,,,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/beautiful-house-on-sale-at-bhangal-budhanilkanth-in-nepal/de054b31c82147ea867840d7c9de385b,,,
76,"रू. 4,25,00,000",HB-4FB265,"एकता चोक, बानेश्वर",Not Available,Negotiable,2 months ago,2028-05-02,Apartment Building,2,3,3,8,Pitched,4,1000,Non,2,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/battisputali-ko-house-in-nepal/4fb265da36e6420d86ec24fc20d78c6d,,,
77,"रू. 25,00,00,000",HB-F70D28,"Dhapasi (Tokha), Kathmandu",Not Available,Negotiable,29 days ago,2023-06-16,HouseIndividual,2,2.5,5,5,Pitched,3 ropani,.,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-dhapasi-height-in-kathmandu/f70d28cbbece42348e629af15f7be503,,,
78,"रू. 10,50,00,000",HB-A03451,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",Not Available,Negotiable,4 months ago,2024-02-03,HouseIndividual,2,2.5,4,5,Pitched,12,2500,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/25-in-lalitpur/a034513425ae4920a9e024499dca0dda,,Balkumari,"Spacious Parking, Attached Bathrooms"
79,"रू. 2,20,00,000",HB-2ADD99,"तारकेश्वर, तारकेश्वर नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Negotiable,10 days ago,2023-07-05,House - Individual,2,2,3,10,Pitched,3,1060,Non,3,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-tarkeshwor-manamaiju-in-nepal/2add994359324af8a848a58023933ec5,,,
80,"रू. 1,65,00,000",HB-B7A0BE,"Maulo Gade Pokhari, Chandragiri Municipality, Kathmandu, Bagmati Pradesh, 44618, Nepal",Not Available,Not Negotiable,1 months ago,2023-08-27,HouseIndividual,0,0,0,0,Pitched,2.5,0,Non,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/machhapokhari-house-sale-in-kathmandu/b7a0be3aefb645e8a13e3422aa8f614a,0,0,0
81,"रू. 6,25,00,000",HB-533F3D,"Dipnagar Marg, कोट देवी, Jadibuti",Not Available,Negotiable,5 months ago,2023-07-31,House - Individual,4,4,8,16,Pitched,6,6400,Non,4,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/6-ana-ma-baneko-ghar-bikri-ma-ta-koteshoer-in-nepal/533f3d74b63647d9998916bb9ddd51b7,,,no service charge
82,"रू. 3,85,00,000",HB-1CE91D,Imadol,Not Available,Negotiable,5 months ago,2023-06-17,House - Individual,2,3,3,6,Pitched,4,2000,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-ochu-hight-beautiful-house-on-sale-in-nepal/1ce91dd2ec0044978daa6d4c31c06751,big family,imadol ochu hight,vary good
83,"रू. 2,40,00,000",HB-3EE2AC,Imadol,Not Available,Negotiable,9 months ago,2024-12-31,House - Individual,2,0,3,4,Gravel,0,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-kamalpokhari-highway-najeek-in-nepal/3ee2ac7a9b1b479b9e6728ce06fad0c9,,,
84,"रू. 3,00,00,000",HB-19E3F4,"Baluwapati Chok, टोखा, Tokha, Kathmandu",Not Available,Negotiable,11 months ago,2023-10-30,House - Individual,2,3.5,3,6,Pitched,3.75,Above 2500,Semi,2,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-35floor-22-ft-road-dhaneshwor-chowk-in-kathmandu/19e3f487f3114b20978c5ad0ea8b7bbc,7yrs,Dhaneshwar mandir,Basement
85,"रू. 2,50,00,000",HB-C1F5DE,"sanogaon sanogaun, Sanagau (Mahalaxmi), Lalitpur",Not Available,Not Negotiable,4 months ago,2023-06-25,HouseIndividual,2,2.5,3,5,Gravel,0-3-1-0,1000,Full,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-sanogaun-in-lalitpur/c1f5def80d6f48dba94e2f6746a9b296,,,
86,"रू. 3,25,00,000",HB-D9A13A,"Rudra Mati Marg, Dathu Tol, Bishalnagar",Not Available,Not Negotiable,8 months ago,2023-06-30,House - Semi Commercial,0,2,3,3,Pitched,3,1000,Non,0,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/kalopul-333-commercial-west-facing-on-20-ft-in-nepal/d9a13a40b4654905961a2db81fe1b42e,,,
87,"रू. 4,30,00,000",HB-D9EF31,"Kadaghari Old Sinamangal Sano Thimi, Pepsicola Area, Kathmandu",Not Available,Not Negotiable,3 months ago,2023-07-30,HouseIndividual,3,3,4,6,Gravel,7.2 Anna,2464.2,Semi,3,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/3-storey-house-at-pepeicola-at-sale-in-kathmandu/d9ef311f98594d2eacfcccd2e1698d7f,,,
88,"रू. 2,15,00,000",HB-0F78D7,"Imadol (Mahalaxmi), Lalitpur",Available,Not Negotiable,8 months ago,2023-12-12,House - Individual,00,2.5,0,0,Gravel,3,0,Full,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-shital-height-in-lalitpur/0f78d79949224db19104770e57bfc069,,,
89,"रू. 4,20,00,000",HB-A75F22,"Ekantakuna-Tikabhairab Road, Nakhu Bajar, Nakhu",Not Available,Negotiable,4 months ago,2023-06-29,Bunglow,2,2,4,3,Pitched,6,2400,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/for-sale-house-in-nepal/a75f220ab1e14259816def162fb7c8dc,,,
90,"रू. 2,30,00,000",HB-FF6B33,"Tikathali (Mahalaxmi), Lalitpur",Available,Not Negotiable,7 months ago,2023-12-24,House - Individual,1,13,2,4,Pitched,4,2400,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/4-aana-house-on-sale-at-tikathali-lalitpur-in-lalitpur/ff6b33abb93346e6a81babb5de7cbefe,,,
91,"रू. 4,20,00,000",HB-9D08A2,"vasundhara, Basundhara, Kathmandu",Available,Negotiable,7 months ago,2023-07-31,Bunglow,2,4,5,5,Pitched,5.1,2500,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/brand-new-flat-system-house-at-basundhara-in-kathmandu/9d08a284b23e4a9e9d0971991f9d98ef,Brand New,Isan Hospital,"Sunny from morning to evening, 24/7 water facility, parking: 2 four wheelers +5 bike."
92,"रू. 3,00,00,000",HB-9CA7A4,"Milijuli Tol, Chappal Karkhana",Not Available,Negotiable,8 months ago,2025-09-30,House - Individual,3,3,3,9,Pitched,5,2000,Non,3,Less Than 5 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-mandikhatar-in-nepal/9ca7a4acf15b4682a70c61afe9cc0952,,,
93,"रू. 3,50,00,000",HB-2327930,Kathmandu > Budhanilkantha,Not Available,Negotiable,3 years ago,2023-10-31,,1,2.5,3,4,Gravel,7,,,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/latest-bungalow-for-sale-in-budhanilkantha-colony-in-kathmandu/5b9fb8eec2c34c2492d232730d728609,,Bhudanilkantha taulung,"2, 3, 4, 5, 6, Garden, Parking Space, Garage, Servant Quarter, Security Guards"
94,"रू. 4,70,00,000",HB-2983728,Kathmandu > Gothatar (Kageshwor),Not Available,Negotiable,1 years ago,2023-11-13,,1,2.5,3,4,Gravel,6.75,,Full,,Above 20 feet,https://hamrobazaar.com/for-sale-house/semibanglow-at-gothatar-in-kathmandu/70214e9683a344078ae40fc47b0582ac,2 years,fikal chowk,"2, 3, Garden, Parking Space"
95,"रू. 2,50,00,000",HB-7F3471,"Tokha Sadak, बालुवापाटी चोक,",Not Available,Negotiable,3 months ago,2023-06-30,House - Individual,1,1,1,2,Pitched,5,0,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-near-grandi-hospital-tokha-in-nepal/7f347173b9794af1839fea11ba8b827f,1,"grandi hospital, tokha",excellent
96,"रू. 6,00,00,000",HB-EABF25,"पाटन, ललितपुर महानगरपालिका, ललितपुर, Bagmati Pradesh, नेपाल",Not Available,Not Negotiable,3 months ago,2023-07-22,House - Individual,5,5,10,12,Pitched,10,1888,Non,4,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/satdobato-10-aana-45-talle-ghar-in-nepal/eabf257506534934968013ac75027cde,,,
97,"रू. 2,55,00,000",HB-D1212D,Imadol,Not Available,Negotiable,6 months ago,2027-01-19,House - Individual,2,3,4,5,Soil (Mato),3,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-nayabasti-swimming-pool-in-nepal/d1212dff36024f74a7c815e4dd6824a2,,,
98,"रू. 95,00,000",HB-B16D89,"Bistachap (Godawari), Lalitpur",Available,Not Negotiable,10 months ago,2023-12-28,House - Individual,1,1,1,1,Pitched,2.5,700,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-bista-chhap-thaiba-in-lalitpur/b16d89482dcf4559827bf26dc495af7e,,,
99,"रू. 4,95,00,000",HB-438F10,"vasundhara, Basundhara, Kathmandu",Available,Negotiable,9 months ago,2023-07-31,Bunglow,2,2,7,4,Pitched,7,0,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-basundhara-in-kathmandu/438f10594f2c4fc48bef38948f301066,,,
100,"रू. 7,00,00,000",HB-73398A,"Sukedhara, Kathmandu",Not Available,Negotiable,3 months ago,2023-06-26,Bunglow,2,2.5,5,5,Pitched,13,2500,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/buanglow-house-on-sale-at-sukhedhara-kathmandu-in-kathmandu/73398abdebc14ea9bc7a47d12d9d2a7e,,Sukhedhara nilo pool.,Good
101,"रू. 3,85,00,000",HB-0B6A41,"Tokha, Kathmandu",Not Available,Negotiable,6 months ago,2023-06-28,HouseIndividual,1,2.5,3,3,Pitched,4,.,Non,1,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-near-grande-hospital-in-kathmandu/0b6a41c1202648dbb3da934541da523c,,,
102,"रू. 10,00,00,000",HB-1236605,Kathmandu > Bafal,Not Available,Negotiable,6 years ago,2026-02-01,,2,3.5,4,8,Pitched,10,80%,Semi,,5 to 8 feet,https://hamrobazaar.com/for-sale-house/house-sale-at-bafal-in-kathmandu/8f1addafa4874440835868adeab4180e,35years,"Bafal-13, Kathmandu","2, 3, 4, 5, Garden, Parking Space, Garage, Servant Quarter"
103,"रू. 2,40,00,000",HB-6BCEFE,"Buddha Nagar (New Baneshwar), Kathmandu",Not Available,Negotiable,10 months ago,2023-09-30,House - Individual,0,2.5,2,5,Pitched,3 anna 1 paisa 3 daam,",",Non,3,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-kathmandu/6bcefec55acd46f6835634c6a9cfac7d,,Near alfabeta complex,
104,"रू. 2,60,00,000",HB-2110409,Kathmandu > Maharajgunj,Not Available,Not Negotiable,3 years ago,2023-11-27,,,2.5,4,5,Pitched,5,,Semi,,Above 20 feet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-ganesh-basti-maharajgunj-in-kathmandu/c679a57d6fa841199f4015dd23a821dc,,ganeshbasi main road,"3, Parking Space"
105,"रू. 3,25,00,000",HB-921352,"Tokha Chandeshwari (Tokha), Kathmandu",Available,Negotiable,9 months ago,2023-07-31,House - Individual,0,2.5,3,5,Pitched,5,-1,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-chyasindol-in-kathmandu/9213526d943b46259800f560f93e9a82,,,
106,"रू. 2,50,00,000",HB-3003977,Lalitpur > Hattiban,Available,Negotiable,1 years ago,2024-04-01,,1,3.5,4,8,Gravel,4.3,1085,Non,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-lalitpur/9cde995e3fed42668f5f85623efd9d5e,8yrs,Hattiban,"Garden, Parking Space"
107,"रू. 2,20,00,000",HB-283A57,"Bhairahawa (Other Area), Rupandehi (Bhairahawa)",Not Available,Negotiable,2 months ago,2023-08-10,HouseInColony,1,3,4,4BHK and 5BHK,Pitched,7-8 Aana,2614 Sqr. Ft for 4BHK and 2953 for 5BHK,Semi,1,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/4bhk-and-5bhk-houses-for-sale-in-rupandehi/283a57430feb44da902127219ba8f836,,,
108,"रू. 3,70,00,000",HB-E5DFD6,Khadkagaon,Not Available,Negotiable,4 months ago,2025-03-31,House - Individual,2,3,5,6,Pitched,6,2300,Semi,2,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-pasikot-budhanilkantha-in-nepal/e5dfd66f3efe4e95a1dc1d323f5866ae,,Euro School नजिकै,"2 कार र 10 bike parking, 20पिच बाटो"
109,"रू. 3,55,00,000",HB-A213F6,"Golfutar (Budhanilkantha), Kathmandu",Available,Negotiable,7 months ago,2023-12-31,House - Individual,1,2,2,4,Pitched,4.5,0,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-golfutar-in-kathmandu/a213f61370ac48ab8ee801e58e9122a0,,,
110,"रू. 2,65,00,000",HB-24F0EB,"Budhanilkantha, Kathmandu",Not Available,Negotiable,9 months ago,2023-09-07,House - Individual,2,3,4,5,Gravel,3,111,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/32-aana-house-for-sale-at-budhanilkantha-bangal-in-kathmandu/24f0eb87a98c4539b1c6dced4065a143,,,Parking available
111,"रू. 2,50,00,000",HB-875E9E,"Imadol (Mahalaxmi), Lalitpur",Not Available,Negotiable,7 days ago,2023-07-08,HouseIndividual,2,2.5,3,3,Pitched,0-3-1.5-0,0,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-in-lalitpur/875e9eddf06948e58cd4439c90fb1e06,residential,"Imadol, lalitpur",east facing
112,"रू. 45,00,000",HB-7FDDDB,"Pharping, Dakshinkali, दक्षि‍णकाली नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Not Negotiable,14 days ago,2023-07-02,House - Individual,1,1,1,5,Pitched,3,2332,Non,1,5 - 8 Ft.,https://hamrobazaar.com/for-sale-house/house-n-3-aana-45lakh-in-nepal/7fdddb3e651b4ea8a6df98a137a4a223,,,
113,"रू. 12,50,00,000",HB-2227259,Kathmandu > Baluwatar,Not Available,Not Negotiable,3 years ago,2024-03-31,,1,2.5,3,4,Pitched,15,,Non,,Above 20 feet,https://hamrobazaar.com/for-sale-house/baluwatar-2-houses-on-sale-in-kathmandu/47321b0392fc43ecbcc57661bf585299,,Baluwatar near pabitraworkshop,"2, 3, 4, Garden, Parking Space, Garage"
114,"रू. 1,70,00,000",HB-EECA6E,"Bishnudol-Lubhu Road, Lubhu",Not Available,Negotiable,6 months ago,2027-01-27,House - Individual,2,3,4,5,Soil (Mato),0310,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-lubhu-highway-najeek-in-nepal/eeca6e0d172e40f99bd2d78ab9de4cc4,,,
115,"रू. 15,50,00,000",HB-AD5195,"Bansbari Sadak, नारायण गोपाल चोक, बसुन्धरा",Not Available,Negotiable,3 months ago,2023-06-30,Bunglow,00,00,00,00,Pitched,18,00,Semi,00,Goreto,https://hamrobazaar.com/for-sale-house/18-ana-house-urgently-sale-in-nepal/ad51953897da44c0801f417717e5322f,,,
116,"रू. 5,10,00,000",HB-C997D1,"Sinamangal, Kathmandu",Not Available,Not Negotiable,10 months ago,2023-10-28,House - Individual,3,3,4,7,Pitched,6,3600,Non,3,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/urgent-sale-sinamangal-6-aana-wid-house-4-cash-buy-in-kathmandu/c997d195274848c88e3c6c5856ec0c4e,residence,,
117,"रू. 10,00,00,000",HB-4D7958,"Taukhel (Godawari), Lalitpur",Not Available,Not Negotiable,4 months ago,2023-07-28,HouseIndividual,2,2.5,5,8,Pitched,16,54722.,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-taukhel-godawari-gjbhos-3403-in-lalitpur/4d795817db20436c8d6769859a98e3f5,,,
118,"रू. 2,00,00,000",HB-4693D4,"Jarankhu (Tarkeshwar), Kathmandu",Not Available,Negotiable,5 months ago,2023-12-05,HouseIndividual,1,3.5,1,2,Pitched,3,0,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-jarankutarkeshwar-in-kathmandu/4693d43199d54e9aa04321f12abfc6a2,,,
119,"रू. 8,00,00,000",HB-1BD2FF,"Mitrapark (Chabahil), Kathmandu",Not Available,Not Negotiable,28 days ago,2023-06-17,Others,Non,4,Non,Non,Pitched,7 Aana 3 paisa,House Sales,Non,Non,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-sales-in-kathmandu/1bd2ff7c12e9448f9bec978841b3d0ee,,Mitra Park,
120,"रू. 3,50,00,000",HB-BD40CD,"Gokarna (Gokarneshwar), Kathmandu",Available,Negotiable,10 months ago,2023-07-30,House - Individual,4,3.5,5,11,Pitched,4.5,1530,Full,5,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-gokarneshwar-in-kathmandu/bd40cd17af9747f0a835a9a55e1d3b28,,,
121,"रू. 4,85,00,000",HB-8AB405,सिनामंगल,Not Available,Negotiable,29 days ago,2023-06-16,House - Semi Commercial,3,4,4,6,Pitched,5,3461,Non,3,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/8ab40566fe5b4cfdb2f2f016dd27c848,,,
122,"रू. 22,00,00,000",HB-2E6BC4,Sanaypa,Not Available,Negotiable,11 months ago,2024-02-29,Bunglow,1,2.5,4,5,Pitched,19,5542,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-sanaypa-in-nepal/2e6bc41ded2a4e76a8f2b8ec2d4bdd49,15 years,,good
123,"रू. 2,80,00,000",HB-6A1085,"Baluwakhani (Kapan), Kathmandu",Not Available,Negotiable,11 months ago,2023-09-30,House - Individual,,2.5,,,Pitched,3 ana 1 paisa,,Non,,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-kathmandu/6a1085367e8d46d99d248e64e1b532d5,,,
124,"रू. 2,70,00,000",HB-F1F3AF,"daanchi, Danchi (Kageshwor), Kathmandu",Not Available,Negotiable,2 months ago,2023-06-30,HouseIndividual,2,2.5,3,2,Gravel,3,508.220 Sq. Ft,Full,2,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/f1f3af0db4d24daa87c30f40bc383352,,,
125,"रू. 5,15,00,000",HB-5B4591,"Civil Homes III, Thecho",Not Available,Negotiable,4 months ago,2023-12-31,House In a Colony,1,3,3,4,Pitched,7,1,Semi,1,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-civil-home-sunakothi-thecho-in-nepal/5b4591f2d3dc4a5b9b5b84d6682c8bed,,,
126,"रू. 1,65,00,000",HB-DD0F96,"Bhate Pokhari, Chandragiri, चन्द्रागिरी नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Negotiable,1 days ago,2023-07-13,Others,1,25,2,6,Soil (Mato),35,4528,Full,2,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/for-sale-house-in-nepal/dd0f9668b4331f6e76fbd0372fddaf6d,,,
127,"रू. 1,55,00,000",HB-F48031,"Ram Temple, Tabo Marg, Nhugha, Kalimati, Kathmandu, Bagmati Pradesh, 44000, Nepal",Not Available,Negotiable,3 months ago,2023-07-31,HouseIndividual,2,4 and half,4,6,Others,1-2,515,Non,1,FiveToEightFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-kohiti-in-kathmandu/f48031371637466e9a43068f5a11d798,New,Kohiti,
128,"रू. 2,70,00,000",HB-A59611,"Imadol (Mahalaxmi), Lalitpur",Not Available,Negotiable,7 days ago,2023-07-08,HouseIndividual,2,2.5,3,7,Pitched,0-3-2-0,0,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-in-lalitpur/a59611a59a804533be87248ef93f348f,residential,"naya basti, imadol",west facing
129,"रू. 5,50,00,000",HB-790C1C,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",Not Available,Not Negotiable,3 months ago,2023-06-22,HouseIndividual,1,2.5,6,7,Pitched,5,2500,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/25-stories-beautiful-bonglow-sale-in-bhaisepati-in-lalitpur/790c1cdeb67348f683f161885488087f,,,
