Price,Views,Land Area,Road Access,Facing,Floor,Parking,Bedroom,Bathroom,Furnish Status,Amenity,City,district
49000000.0,1.1,4.0,15.0,East,2.5,,6.0,5.0,,,Sano thimi, Bhaktapur
37000000.0,571,6.1,11.0,,2.5,,5.0,3.0,,,Makalbari, Kathmandu
27500000.0,331,3.0,20.0,,2.5,,5.0,3.0,,,Imadol, Lalitpur
64000000.0,545,6.0,20.0,,2.5,,4.0,5.0,,,Bhaisepati, Lalitpur
40000000.0,300,5.0,14.0,,1.5,,2.0,2.0,,,Taulung, Kathmandu
29900000.000000004,64 ,4.0,20.0,West,2.5,,4.0,4.0,,,Phutung, Kathmandu
235000000.0,113,6.2,20.0,East,,,,,,,Bouddha, Kathmandu
38500000.0,370,4.0,13.0,North-East,2.5,,7.0,5.0,,,Budhanilkantha, Kathmandu
32500000.0,148,5.0,16.0,South-West,3.0,,,,,,Duwakot, Bhaktapur
37500000.0,112,3.2,16.0,South-West,2.5,,7.0,4.0,,"Earthquake Resistant,Marbel,Sofa,Dining Room,Bed Room,Water Purifier,Drainage,Solar,Power Backup,Garden,Internet,+ 3 See More",Narayantar, Kathmandu
25000000.0,238,3.0,20.0,,2.5,,,,,,Imadol, Lalitpur
19600000.0,137,3.0,9.0,East,4.0,,11.0,5.0,,"Earthquake Resistant,Marbel,Dining Room,Water Purifier,Drainage,Solar,Power Backup,Garden,Modular Kitchen,Parking,Internet,+ 2 See More",Nepaltar, Kathmandu
28400000.0,182,5.0,22.0,East,3.0,,5.0,5.0,,"Earthquake Resistant,Marbel,Parquet,Fridge,Sofa,Dining Room,Bed Room,Water Purifier,Drainage,Solar,Power Backup,+ 7 See More",Jarankhu, Kathmandu
16200000.000000002,160,3.0,9.0,East,4.0,,9.0,6.0,,"Earthquake Resistant,Marbel,Dining Room,Water Purifier,Drainage,Solar,Power Backup,Garden,Modular Kitchen,Parking,Internet,+ 2 See More",Nepaltar, Kathmandu
55000000.0,246,6.0,13.0,North-East,3.5,,10.0,6.0,,,Maitrinagar, Kathmandu
190000000.0,1.6,24.0,20.0,North-West,4.5,,8.0,6.0,,,Thimi, Bhaktapur
33000000.0,716,3.2,20.0,South-West,2.5,,6.0,4.0,,,Imadol, Lalitpur
27500000.0,450,4.0,11.0,,2.5,,,,,,Bhangal , Kathmandu
42500000.0,44 ,5.0,16.0,East,3.0,,7.0,6.0,,"Earthquake Resistant,Marbel,CC Camera,Amphitheatre,Dining Room,AirCon,Water Purifier,Washing Machine,TV,Drainage,Solar,+ 3 See More",Kharibot, Kathmandu
21000000.0,512,4.0,20.0,North,2.0,,4.0,2.0,,,Dharmasthali, Kathmandu
42500000.0,310,3.3,20.0,South,2.5,,5.0,,,,Imadol, Lalitpur
70000000.0,422,6.0,13.0,West,3.5,,4.0,5.0,,,Bhaisepati, Lalitpur
24000000.0,125,4.0,15.0,South,1.0,,2.0,1.0,,,Kapan, Kathmandu
41000000.0,340,5.0,13.0,East,3.5,,8.0,6.0,,,Ochu Height, Lalitpur
44500000.0,1.6,6.2,12.0,South,3.0,,6.0,3.0,,,Thapathali, Kathmandu
45000000.0,632,10.3,13.0,North-East,2.5,,,,,,Kharibot, Kathmandu
27500000.0,257,3.0,22.0,South,3.5,,6.0,7.0,,,Manamaiju, Kathmandu
45000000.0,629,3.2,20.0,East,2.5,,4.0,4.0,,,Imadol, Lalitpur
68000000.0,284,8.0,20.0,South-West,3.0,,5.0,6.0,,,Budhanilkantha, Kathmandu
46500000.0,227,5.1,13.0,,2.5,,,,,,Jyotinagar, Kathmandu
34500000.0,310,4.2,13.0,,2.0,,5.0,5.0,,,Hattigaunda, Kathmandu
42000000.0,281,4.2,16.0,South-East,2.5,,6.0,5.0,,,Basundhara, Kathmandu
43000000.0,305,3.2,14.0,East,2.5,,4.0,4.0,,,Imadol, Lalitpur
27000000.0,190,3.0,20.0,West,2.5,,4.0,4.0,,,Harisiddhi, Lalitpur
24000000.0,96 ,3.2,13.0,East,2.5,,4.0,3.0,,,Thaiba, Lalitpur
29000000.0,265,3.2,14.0,North,2.5,,4.0,3.0,,,Dhapasi, Kathmandu
36000000.0,266,5.0,12.0,North,2.5,,7.0,,,,Chandol, Kathmandu
57000000.0,1.1,7.2,20.0,East,2.5,,4.0,3.0,,,Tyanglafat, Kathmandu
41700000.0,841,4.0,13.0,,2.5,,4.0,5.0,,,Ganesh Chowk, Kathmandu
29900000.000000004,744,3.1,13.0,,2.5,,6.0,5.0,,,Budhanilkantha, Kathmandu
20000000.0,174,3.2,12.0,East,3.0,,6.0,2.0,,,Imadol, Lalitpur
33000000.0,186,4.0,11.0,,2.5,,,,,,Grande Hospital, Kathmandu
26500000.0,164,4.0,13.0,West,3.0,,8.0,8.0,,"Earthquake Resistant,Marbel,Parquet,Gym,Fridge,Sofa,Amphitheatre,Dining Room,Bed Room,Garden,Modular Kitchen,+ 3 See More",Setipakha, Lalitpur
28000000.0,1.4,64.0,13.0,South,2.5,,6.0,4.0,,,Imadol, Lalitpur
52500000.0,140,8.0,13.0,North,3.0,,9.0,4.0,,,Budhanilkantha, Kathmandu
33500000.0,242,5.0,20.0,East,2.5,,7.0,4.0,,,Sanagaun, Lalitpur
22500000.0,277,3.1,18.0,North,2.5,,4.0,3.0,,,Sitapaila, Kathmandu
23000000.0,197,3.0,13.0,South,2.5,,7.0,3.0,,,Tikathali, Lalitpur
35000000.0,194,4.0,13.0,South-East,2.5,,5.0,4.0,,,Pasikot, Kathmandu
26500000.0,132,3.1,20.0,South,2.5,,4.0,4.0,,,Imadol, Lalitpur
16000000.0,177,3.1,13.0,North-East,1.0,,2.0,1.0,,,Tikathali, Lalitpur
27000000.0,297,6.962746530314098,13.0,East,3.5,,6.0,4.0,,"Earthquake Resistant,Fridge,Parquet,Dining Room,Bed Room,Washing Machine,Solar,Modular Kitchen,Iron,Parking,Internet,+ 2 See More",Chapali, Kathmandu
23000000.0,324,3.0,13.0,South,2.5,,7.0,3.0,,,Tikathali, Lalitpur
23000000.0,108,3.0,13.0,South,2.5,,4.0,3.0,,,Tikathali, Lalitpur
38800000.0,482,4.2,13.0,,3.5,,6.0,5.0,,,Sundarbasti, Kathmandu
39800000.0,282,4.1,13.0,,2.5,,7.0,5.0,,,Mandikhatar, Kathmandu
43500000.0,423,5.0,13.0,,2.5,,5.0,5.0,,,Budhanilkantha, Kathmandu
23000000.0,526,3.0,10.0,North-West,3.0,,4.0,2.0,,,Syuchatar, Kathmandu
23000000.0,494,3.0,10.0,South,2.5,,5.0,3.0,,,Kalanki, Kathmandu
34000000.0,214,3.1,20.0,North,2.5,,,,,,Pepsicola, Kathmandu
15000000.0,456,2.2,4.0,,3.0,,3.0,3.0,,,Satungal, Kathmandu
38000000.0,95 ,3.0,20.0,South-West,3.5,,6.0,4.0,,,Baneshwor, Kathmandu
35000000.0,496,6.0,11.0,,2.5,,12.0,4.0,,,Kapan, Kathmandu
37500000.0,547,4.0,13.0,,2.5,,6.0,5.0,,,Mandikhatar, Kathmandu
34500000.0,310,4.1,13.0,North,2.5,,5.0,4.0,,,Imadol, Lalitpur
26500000.0,189,3.0,13.0,North,3.5,,5.0,5.0,,,Imadol, Lalitpur
27000000.0,187,3.2,15.0,South,2.5,,4.0,4.0,,,Nakhipot, Lalitpur
39000000.0,316,5.2,13.0,East,2.5,,5.0,4.0,,,Buddha Chowk, Kathmandu
40000000.0,111,6.0,4.0,West,2.5,,6.0,4.0,,,New Buspark, Kathmandu
55000000.0,183,3.0,26.0,North,6.0,,,,,,Samakhushi chowk, Kathmandu
35000000.0,136,3.0,13.0,West,5.0,,17.0,12.0,,,New Buspark, Kathmandu
35000000.0,1.2,3.2,13.0,South,2.5,,5.0,3.0,,,Chhauni, Kathmandu
58600000.0,1.1,4.1,20.0,,3.0,,4.0,5.0,,,Bhaisepati, Lalitpur
45000000.0,228,9.0,26.0,North,2.5,,5.0,2.0,,,Balkot, Bhaktapur
55000000.0,217,5.2,13.0,North-West,3.5,,8.0,7.0,,,Dhumbarahi, Kathmandu
51000000.0,800,4.2,12.0,South,2.5,,5.0,5.0,,,Bansbari, Kathmandu
26000000.0,270,3.2,10.0,North,2.5,,5.0,2.0,,,Naya Basti, Kathmandu
27000000.0,313,3.0,13.0,North,2.5,,5.0,3.0,,,Dhapasi, Kathmandu
12000000.0,351,3.2,13.0,North,1.5,,,,,,Megha City, Kathmandu
38500000.0,100,5.2,18.0,East,3.0,,7.0,5.0,,,Imadol, Lalitpur
52000000.0,206,4.3,12.0,South,2.5,,4.0,5.0,,,Bansbari, Kathmandu
25500000.0,325,3.0,13.0,North,2.5,,6.0,3.0,,,Imadol, Lalitpur
85000000.0,608,5.0,27.0,,4.0,,10.0,6.0,,,Koteshwor, Kathmandu
51500000.0,470,7.0,20.0,,2.5,,4.0,4.0,,,Sunakothi, Lalitpur
22000000.0,490,3.0,16.0,,2.5,,5.0,5.0,,,Sampang Chowk, Lalitpur
27000000.0,285,3.3,13.0,South-West,2.5,,7.0,3.0,,,Baniyatar, Kathmandu
29500000.0,463,3.2,13.0,,2.5,,6.0,5.0,,,Kapan, Kathmandu
28000000.0,475,3.0,13.0,,2.5,,6.0,3.0,,,Budhanilkantha, Kathmandu
35000000.0,215,2.3,15.0,South-West,3.5,,6.0,4.0,,,Banasthali, Kathmandu
140000000.0,356,8.2,13.0,South,2.0,,4.0,5.0,,,Bhaisepati, Lalitpur
17500000.0,215,3.1,11.0,West,2.0,,6.0,3.0,,,Godawari, Lalitpur
28800000.0,249,3.2,10.0,,2.5,,,,,,Budhanilkantha, Kathmandu
46500000.0,1k ,6.2,13.0,North-West,3.5,,4.0,5.0,,,Mandikhatar, Kathmandu
27500000.0,610,9.0,4.0,North-East,,,,,,,Dhapakhel, Lalitpur
23500000.0,428,3.1,13.0,,2.5,,5.0,4.0,,,Kalanki, Kathmandu
25000000.0,395,4.0,8.0,South-East,3.5,,4.0,2.0,,,Bouddha, Kathmandu
51000000.0,385,6.0,20.0,East,2.5,,4.0,2.0,,,Dhapasi, Kathmandu
63500000.0,926,7.888970051132214,14.0,North-West,2.5,,5.0,5.0,,"Earthquake Resistant,Marbel,Parquet,Gym,Fridge,Sofa,AirCon,Bed Room,Dining Room,Amphitheatre,Water Purifier,+ 15 See More",Sanepa, Lalitpur
70000000.0,308,5.3,17.0,,2.0,,4.0,4.0,,,Hepali Height, Kathmandu
78000000.0,296,7.0,13.0,,2.5,,5.0,5.0,,,Bhaisepati, Lalitpur
85000000.0,177,7.0,13.0,,2.5,,5.0,5.0,,,Bhaisepati, Lalitpur
25000000.0,239,3.0,13.0,,2.5,,5.0,3.0,,,Imadol, Lalitpur
16500000.0,297,3.0,13.0,,1.0,,2.0,1.0,,,Tikathali, Lalitpur
34500000.0,195,4.0,13.0,,2.5,,6.0,3.0,,,Budhanilkantha, Kathmandu
23500000.0,621,2.2,12.0,North,2.5,,6.0,2.0,,,Bafal, Kathmandu
38500000.0,343,4.2,13.0,North,3.0,,4.0,5.0,,"Earthquake Resistant,Marbel,Parquet,Fridge,Sofa,Bed Room,Dining Room,AirCon,Water Purifier,Washing Machine,TV,+ 9 See More",Kalanki, Kathmandu
21500000.0,247,2.3,13.0,East,2.5,,9.0,3.0,,,Tikathali, Lalitpur
39000000.0,298,7.0,12.0,East,2.5,,7.0,4.0,,,Dhapasi, Kathmandu
27500000.0,75 ,3.0,20.0,West,3.5,,5.0,3.0,,,Imadol, Lalitpur
29500000.0,195,3.1,13.0,,3.0,,6.0,5.0,,,Mandikhatar, Kathmandu
16000000.0,605,4.0,10.0,South-East,2.0,,2.0,2.0,,,Chandragiri, Kathmandu
17000000.0,556,2.2,13.0,,2.5,,,,,,Imadol, Lalitpur
72500000.0,925,10.0,13.0,North-East,2.5,,6.0,3.0,,,Maharajgunj, Kathmandu
38500000.0,87 ,4.5,13.0,,3.5,,6.0,5.0,,,Sundarbasti, Kathmandu
29500000.0,267,4.0,16.0,South,2.5,,4.0,3.0,,,Golfutar, Kathmandu
120000000.0,752,14.0,20.0,East,3.5,,5.0,5.0,,,Maharajgunj, Kathmandu
26000000.0,73 ,3.0,13.0,East,2.5,,3.0,3.0,,,Imadol, Lalitpur
32500000.0,85 ,3.3,23.0,West,2.5,,6.0,4.0,,,Imadol, Lalitpur
40000000.0,139,4.2,13.0,South,2.5,,6.0,3.0,,,Imadol, Lalitpur
31500000.0,130,3.1,13.0,West,2.5,,4.0,4.0,,,Imadol, Lalitpur
33000000.0,94 ,3.2,13.0,West,2.5,,5.0,4.0,,,Imadol, Lalitpur
27000000.0,152,4.1,13.0,North-West,2.5,,7.0,4.0,,,Tikathali, Lalitpur
22500000.0,180,2.3,13.0,East,2.5,,4.0,4.0,,,Setipakha, Lalitpur
33000000.0,111,3.3,16.0,South,2.5,,6.0,4.0,,,Ochu Height, Lalitpur
36000000.0,47 ,3.0,20.0,East,2.5,,6.0,5.0,,,Raniban, Kathmandu
39900000.0,179,5.0,13.0,East,2.0,,4.0,4.0,,,Nakkhu, Lalitpur
17000000.0,185,4.0,10.0,East,2.5,,7.0,3.0,,,Changathali, Lalitpur
24500000.0,165,3.2,13.0,South,2.5,,5.0,4.0,,,Ochu Height, Lalitpur
35000000.0,157,4.0,13.0,West,2.5,,5.0,5.0,,,Imadol, Lalitpur
100000000.0,2.5,20.0,20.0,North-West,2.5,,4.0,4.0,,,Pasikot, Kathmandu
30000000.0,206,0.3,20.0,South,5.0,,,,,,Kwalakhu, Lalitpur
38000000.0,126,6.0,13.0,East,2.5,,6.0,6.0,,,Sitapaila, Kathmandu
28000000.0,181,3.0,13.0,,2.5,,6.0,3.0,,,Budhanilkantha, Kathmandu
75000000.0,360,13.0,13.0,North,2.5,,5.0,5.0,,,Pepsicola, Kathmandu
31000000.0,364,3.3,10.0,North,2.5,,4.0,3.0,,,Ichangu Narayan, Kathmandu
38000000.0,329,5.1,13.0,East,2.5,,4.0,,,,Sitapaila, Kathmandu
32500000.0,150,5.1,10.0,East,3.5,,5.0,2.0,,,Pasikot, Kathmandu
36700000.0,148,3.0,8.0,North-East,4.0,,4.0,4.0,,,Maitidevi, Kathmandu
21600000.0,156,3.0,11.0,North,3.5,,8.0,4.0,,,Nepaltar, Kathmandu
21900000.0,149,3.0,11.0,East,3.5,,,,,,Nepaltar, Kathmandu
28000000.0,96 ,3.2,13.0,South,2.5,,5.0,3.0,,,Nakhipot, Lalitpur
17500000.0,165,3.3,10.0,South-East,2.5,,3.0,3.0,,,Ramkot, Kathmandu
27000000.0,273,3.5,20.0,South-West,2.5,,5.0,4.0,,,Nakhipot, Lalitpur
58000000.0,104,8.3,12.0,,2.5,,,,,,Bafal, Kathmandu
25500000.0,163,3.2,13.0,South,2.5,,6.0,5.0,,,Hattiban, Lalitpur
36500000.0,165,4.0,13.0,East,2.5,,,,,,Tenzing Chowk, Kathmandu
29500000.0,174,3.1,13.0,,2.5,,6.0,5.0,,,Mandikhatar, Kathmandu
36000000.0,220,5.0,12.0,North,2.5,,7.0,3.0,,,Chandol, Kathmandu
45000000.0,183,3.0,16.0,East,,,6.0,4.0,,,Old Baneshwor, Kathmandu
46000000.0,332,12.733382030679328,27.0,North-East,3.5,,5.0,6.0,,,Dhobikhola, Kathmandu
17800000.0,237,3.1,9.0,,1.5,,,,,,Bhangal , Kathmandu
34500000.0,181,5.0,13.0,,,,,,,,Hattigaunda, Kathmandu
18800000.0,308,2.2,12.0,East,2.5,,,,,,Kapan, Kathmandu
15000000.0,245,3.0,13.0,West,1.5,,3.0,2.0,,,Phutung, Kathmandu
65000000.0,80 ,5.2,15.0,,4.0,,,,,,Kadaghari, Kathmandu
25500000.0,109,3.0,10.0,West,2.5,,8.0,3.0,,,Lolang, Kathmandu
33000000.0,90 ,2.3,25.0,North,4.5,,,,,,Balkumari, Lalitpur
25000000.0,80 ,3.1,13.0,North,2.5,,6.0,3.0,,,Tikathali, Lalitpur
71000000.0,97 ,4.0,11.0,South-East,3.5,,,6.0,,,Nakhipot, Lalitpur
37000000.0,156,5.0,13.0,South-West,2.5,,6.0,6.0,,,Imadol, Lalitpur
39500000.0,222,5.2,13.0,East,2.5,,4.0,4.0,,,Kusunti, Lalitpur
32500000.0,117,4.0,10.0,,3.5,,,,,,Kharibot, Kathmandu
135000000.0,727,14.0,20.0,South-East,3.5,,5.0,6.0,,,Dhapasi, Kathmandu
22000000.0,137,2.3,10.0,,3.0,,4.0,3.0,,,Imadol, Lalitpur
125000000.0,121,6.0,13.0,South-East,6.0,,,,,,Thamel, Kathmandu
12000000.0,356,3.0,20.0,West,2.5,,,,,,Dhapasi, Kathmandu
70000000.0,110,5.1,12.0,North-East,5.5,,,,,,Bagbazar, Kathmandu
55000000.0,89 ,5.2,13.0,South,2.5,,,,,,Sukedhara, Kathmandu
28000000.0,84 ,5.2,12.0,North-East,1.0,,,,,,Pasikot, Kathmandu
45000000.0,410,6.1,13.0,West,2.5,,5.0,5.0,,,Satdobato, Lalitpur
46000000.0,123,3.0,10.0,South,4.0,,8.0,5.0,,,Shantinagar, Kathmandu
30000000.0,114,3.0,8.0,South,2.5,,5.0,3.0,,"Earthquake Resistant,Marbel,Dining Room,Bed Room,Parking,Internet,Drinking Water,Bathroom,TV,Drainage,Solar,+ 1 See More",Maitidevi, Kathmandu
32500000.0,183,3.3,13.0,South,2.5,,,,,,Imadol, Lalitpur
37500000.0,122,4.0,16.0,East,2.5,,,,,,Imadol, Lalitpur
14500000.0,210,3.0,10.0,,1.0,,2.0,,,,Thankot, Kathmandu
26000000.0,176,3.3,11.0,,3.0,,,,,,Kalanki, Kathmandu
24000000.0,293,4.0,14.0,East,2.0,,4.0,2.0,,,Maharajgunj, Kathmandu
38000000.0,104,4.0,10.0,East,2.5,,3.0,3.0,,,Dhumbarahi, Kathmandu
25500000.0,178,4.2,20.0,North-East,2.0,,5.0,4.0,,,Kalanki, Kathmandu
31000000.0,213,4.0,12.0,North,3.5,,8.0,3.0,,,Kapan, Kathmandu
24000000.0,75 ,3.2,26.0,West,3.5,,,3.0,,,Lolang, Kathmandu
42500000.0,3.2,6.305332359386413,20.0,South-East,2.5,,4.0,4.0,,"Earthquake Resistant,Marbel,Parquet,Sofa,Dining Room,Microwave,AirCon,Water Purifier,Washing Machine,Power Backup,Bed Room,+ 13 See More",Imadol, Lalitpur
190000000.0,1k ,13.0,20.0,South-East,,,4.0,5.0,,,Maharajgunj, Kathmandu
34500000.0,236,4.0,13.0,,2.5,,6.0,3.0,,,Budhanilkantha, Kathmandu
138000000.0,146,16.0,9.0,West,4.0,,,,,,Ratopool, Kathmandu
74000000.0,2k ,11.0,13.0,South,3.5,,8.0,4.0,,,Sanobharyang, Kathmandu
22500000.0,272,4.0,11.0,East,3.5,,6.0,7.0,,,Nepaltar, Kathmandu
37500000.0,295,7.596785975164353,20.0,,2.5,,4.0,4.0,,,Sunakothi, Lalitpur
85000000.0,253,9.934258582907232,14.0,,2.5,,5.0,7.0,,,Bhaisepati, Lalitpur
20000000.0,254,3.0,10.0,,2.0,,2.0,2.0,,,Bhaktapur, Bhaktapur
34500000.0,146,6.1,14.0,,2.0,,7.0,4.0,,,Hattigaunda, Kathmandu
65000000.0,112,3.2,15.0,,3.5,,,,,,Panipokhari, Kathmandu
34000000.0,124,4.0,13.0,South-East,2.5,,5.0,4.0,,,Pasikot, Kathmandu
67500000.0,95 ,8.0,12.0,South-East,2.0,,9.0,6.0,,,Dhumbarahi, Kathmandu
50000000.0,403,6.0,10.0,,3.0,,,,,,Chabahil, Kathmandu
33000000.0,204,4.0,13.0,,2.0,,5.0,4.0,,,Khadka Gaun, Kathmandu
140000000.0,164,17.0,15.0,,2.5,,,,,,Dhumbarahi, Kathmandu
34000000.0,122,4.0,13.0,,2.5,,6.0,3.0,,,Budhanilkantha, Kathmandu
42000000.0,124,4.3,12.0,North-East,2.5,,,3.0,,,Lazimpat, Kathmandu
34500000.0,124,4.0,13.0,,2.5,,6.0,3.0,,,Budhanilkantha, Kathmandu
37500000.0,280,5.0,20.0,North-East,2.5,,3.0,4.0,,"Earthquake Resistant,Marbel,Parquet,Fridge,Microwave,Dining Room,CC Camera,Sofa,AirCon,Iron,Swimming Pool,+ 16 See More",Sunakothi, Lalitpur
78000000.0,422,6.0,13.0,North-East,2.5,,4.0,5.0,,"Earthquake Resistant,Marbel,Parquet,Fridge,Microwave,Dining Room,CC Camera,Sofa,Amphitheatre,AirCon,Water Purifier,+ 14 See More",Bhaisepati, Lalitpur
77000000.0,1.2,6.2,20.0,West,2.5,,4.0,5.0,,,Hattigaunda, Kathmandu
38000000.0,77 ,4.0,18.0,South-East,2.5,,4.0,3.0,,,Syuchatar, Kathmandu
15500000.0,240,2.3,13.0,South,1.0,,2.0,1.0,,,Gwarko, Lalitpur
105000000.0,174,11.0,11.0,East,2.0,,4.0,4.0,,,Maharajgunj, Kathmandu
125000000.0,60 ,10.0,15.0,,5.0,,,,,,Chhetrapati, Kathmandu
23500000.0,100,3.0,13.0,East,2.5,,4.0,4.0,,,Imadol, Lalitpur
35000000.0,125,2.0,17.0,,4.0,,,,,,Baluwatar, Kathmandu
62500000.0,117,7.2,17.0,,2.5,,4.0,5.0,,,Sitapaila, Kathmandu
18000000.0,262,3.3,20.0,South,2.5,,4.0,3.0,,,Thaiba, Lalitpur
27000000.0,117,3.2,13.0,South,2.5,,5.0,3.0,,,Ochu Height, Lalitpur
41500000.0,84 ,4.0,6.0,South,4.0,,5.0,5.0,,,Koteshwor, Kathmandu
31500000.0,114,3.0,10.0,South-East,3.0,,4.0,3.0,,"Earthquake Resistant,Fridge,Marbel,Parquet,Dining Room,Washing Machine,Parking,Internet,Drinking Water,Bathroom,TV,+ 2 See More",Shankhamul, Kathmandu
20400000.0,258,3.0,12.0,South-West,2.5,,4.0,3.0,,,Sanagaun, Lalitpur
78000000.0,313,6.0,13.0,,2.0,,4.0,5.0,,,Bhaisepati, Lalitpur
41000000.0,630,4.2,20.0,South,3.5,,6.0,6.0,,,Chardobato, Bhaktapur
40000000.0,244,4.3,13.0,West,2.5,,4.0,3.0,,,Mandikhatar, Kathmandu
43500000.0,2.3,6.0,13.0,North,3.0,,6.0,4.0,,,Deuwa chowk, Kathmandu
58000000.0,178,10.0,13.0,East,2.0,,4.0,4.0,,,Dhapasi, Kathmandu
38000000.0,77 ,4.0,10.0,East,2.5,,8.0,5.0,,,Gothatar, Kathmandu
30000000.0,149,3.2,13.0,North-West,3.0,,12.0,5.0,,,Grande Hospital, Kathmandu
15000000.0,189,3.0,17.0,South,2.5,,,,,,Danchhi, Kathmandu
30000000.0,246,4.0,15.0,North,2.5,,,,,,Sainbu, Lalitpur
35000000.0,143,6.0,16.0,North,2.5,,7.0,4.0,,,Harisiddhi, Lalitpur
10000000.0,120,3.0,8.0,East,1.0,,2.0,1.0,,,Phutung, Kathmandu
15500000.0,484,3.5,10.0,,2.5,,4.0,2.0,,,Thali, Kathmandu
30000000.0,130,3.3,13.0,South-East,3.0,,6.0,5.0,,"Internet,Bathroom,TV,Drainage,Drinking Water,Garden,Parking,Bed Room,Parquet,Earthquake Resistant,Marbel,+ 6 See More",Chunikhel, Kathmandu
29500000.0,281,4.1,13.0,,2.5,,6.0,5.0,,,Kapan, Kathmandu
33500000.0,757,3.2,16.0,North,2.5,,,,,,Budhanilkantha, Kathmandu
55000000.0,119,5.0,13.0,South,3.0,,3.0,4.0,,,Khumaltar, Lalitpur
75000000.0,221,4.2,17.0,East,4.0,,,,,,Maharajgunj, Kathmandu
29500000.0,241,3.2,11.0,,2.5,,,,,,Bhangal , Kathmandu
19500000.0,411,2.2,10.0,South-West,2.5,,4.0,3.0,,,Chunikhel, Kathmandu
68000000.0,214,6.2,23.0,North-East,3.5,,7.0,3.0,,,Shankhamul, Kathmandu
23000000.0,239,3.0,13.0,West,2.5,,,,,,Gaurighat, Kathmandu
18000000.0,330,5.2,11.0,East,3.5,,4.0,4.0,,,Mandikhatar, Kathmandu
27000000.0,301,3.1,13.0,South,2.5,,4.0,3.0,,,Gwarko, Lalitpur
29000000.0,286,4.0,13.0,North,2.5,,5.0,4.0,,,Imadol, Lalitpur
27500000.0,424,3.2,13.0,East,2.5,,4.0,4.0,,,Imadol, Lalitpur
35000000.0,162,3.0,14.0,North-East,4.0,,4.0,7.0,,,Kirtipur, Kathmandu
11500000.0,201,3.5,18.0,South,4.0,,3.0,1.0,,,Thankot, Kathmandu
16500000.0,150,3.1,13.0,West,2.0,,5.0,1.0,,,Thankot, Kathmandu
28000000.0,121,3.5,26.0,West,4.0,,11.0,8.0,,,Balaju, Kathmandu
28000000.0,258,3.1,11.0,East,3.5,,8.0,6.0,,,Manamaiju, Kathmandu
35000000.0,138,4.2,12.0,East,3.5,,12.0,6.0,,"Earthquake Resistant,Marbel,Parquet,Dining Room,Microwave,AirCon,Internet,Parking,Bed Room,Modular Kitchen,Drinking Water,+ 2 See More",Narayantar, Kathmandu
13300000.0,412,3.2,10.0,West,1.0,,2.0,1.0,,,Thali, Kathmandu
28500000.0,227,3.2,9.0,East,2.5,,4.0,3.0,,,Bhangal , Kathmandu
58000000.0,304,10.0,13.0,East,2.0,,4.0,3.0,,,Dhapasi, Kathmandu
82000000.0,111,6.0,10.0,South-East,3.0,,8.0,3.0,,,Suryabinayak, Bhaktapur
46000000.0,337,5.3,27.0,North-East,3.5,,6.0,,,,Budhanilkantha, Kathmandu
17000000.0,221,2.2,13.0,North-East,2.5,,5.0,2.0,,,Lubhu, Lalitpur
80000000.0,387,9.0,11.0,,2.5,,,,,,Golfutar, Kathmandu
39000000.0,817,6.0,14.0,South-West,3.0,,6.0,6.0,,,Budhanilkantha, Kathmandu
16000000.0,656,3.2,10.0,South-West,2.5,,4.0,3.0,,,Jarankhu, Kathmandu
75000000.0,208,7.2,15.0,,3.0,,,,,,Basundhara, Kathmandu
5300000.0,301,122.0,11.0,East,,,,,,,Sinamangal, Kathmandu
35000000.0,555,8.0,13.0,North,2.5,,5.0,4.0,,,Katunje, Bhaktapur
24000000.0,190,3.0,20.0,,2.5,,,,,,Chyau Danda, Lalitpur
65000000.0,120,6.1,15.0,,2.5,,,,,,Bansbari, Kathmandu
26500000.0,588,3.1,20.0,South,2.5,,4.0,3.0,,,Imadol, Lalitpur
33000000.0,318,4.0,10.0,,2.5,,5.0,4.0,,,Naya Bazar, Kathmandu
41500000.0,1.1,4.0,20.0,,2.5,,4.0,4.0,,,Nagdaha, Lalitpur
19000000.0,252,4.0,16.0,,2.5,,,,,,Thecho, Lalitpur
30500000.0,297,4.0,13.0,,2.5,,5.0,4.0,,,Icimod, Lalitpur
40000000.0,195,4.0,26.0,North,2.5,,3.0,3.0,,,Imadol, Lalitpur
70000000.0,230,4.0,15.0,North-East,3.5,,3.0,,,,Nakhipot, Lalitpur
41900000.00000001,7.3,5.0,20.0,,2.5,,5.0,4.0,,,Godawari, Lalitpur
25000000.0,241,3.0,10.0,South,3.5,,7.0,3.0,,,Chunikhel, Kathmandu
51000000.0,347,5.0,12.0,North,2.5,,,,,,Gairidhara, Kathmandu
56000000.0,156,6.0,11.0,,2.5,,5.0,4.0,,,Lazimpat, Kathmandu
35000000.0,241,6.2,8.0,West,2.5,,4.0,2.0,,,Chabahil, Kathmandu
22000000.0,388,3.1,12.0,South,3.0,,,,,,Sano thimi, Bhaktapur
35000000.0,369,3.0,14.0,,3.5,,4.0,4.0,,,Chappal karkhana, Kathmandu
18000000.0,185,4.0,13.0,North-East,1.0,,3.0,2.0,,,Matatirtha, Kathmandu
55000000.0,255,6.2,13.0,South-East,2.5,,6.0,5.0,,,Bansbari, Kathmandu
29000000.0,294,5.3,16.0,,2.5,,4.0,5.0,,,Dahachowk, Kathmandu
55000000.0,481,4.2,40.0,South-East,2.5,,3.0,4.0,,,Bhaisepati, Lalitpur
