,price,LAND AREA,HOUSE AREA,Unnamed: 3,BEDS,LIVING,KITCHEN,BATHROOMS,FLOORS,LOCATION,ROAD DESCRIPTION,FACED TOWARDS,CATEGORY,TYPE,CODE,UPDATE,VIEWS,FURNISHING,url,MAIN ROAD DISTANCE,ROAD TO HOUSE,FLAT AREA,PARKING AREA,District
0,"Rs. 40,000 (Negotiable)
(Forty thousand )",0-4-0-0,1200 SQUARE FEET,,3.0,1.0,1.0,2.0,2.0,THAIBA,20 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10308,5 MONTHS AGO,104,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-thaiba-10308,,,,, LALITPUR
1,"Rs. 32,00,000 (Negotiable)
(32 lakh per aana)",0-4-0-0,,,,,,,,NEAR MAKALU PETROL PUMP,10 FT,NORTH,LAND (RESIDENTIAL),NONE,GB05398,5 YEARS AGO,6575,,https://www.gharbazar.com/property/details/land-at-kalanki-5398,150M,50,,, KATHMANDU
2,"Rs. 7,00,000 (Negotiable)",999 SQUARE FEET,,,,,,,,GYANESWOR,30 FT,NONE,OFFICE SPACE (COMMERCIAL),PILLAR SYSTEM,GB10444,4 MONTHS AGO,48,FULLY FURNISHED,https://www.gharbazar.com/property/details/office-space-at-gyaneswor-10444,,,,, KATHMANDU
3,"Rs. 2,30,00,000 (Negotiable)
(Two crore thirty lakh )",0-4-2-2,2100 SQUARE FEET,,6.0,2.0,2.0,3.0,2.5, IMADOL,14/20 FEET,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07393,3 YEARS AGO,8932,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-7393,400M,,,, LALITPUR
4,"Rs. 28,00,000 (Negotiable)",0-4-0-0,,,,,,,, GODAWARI,13FT / 20FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10605,1 MONTH AGO,65,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-kitini-godawari-10605,,500METERS,,, KATHMANDU
5,"Rs. 1,25,000 / month (Negotiable)
(One lakh twenty five thousand )",0-10-0-0,0-4-0-0,,,,,,,GOLFUTAR,13FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10313,5 MONTHS AGO,64,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-golfutar-10313,,,,, KATHMANDU
6,"Rs. 3,40,00,000 (Negotiable)
(Three crore forty lakh )",0-3-2-0,0-3-2-0,,6.0,2.0,2.0,,3.0,IMADOL LALITPUR,13 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10390,4 MONTHS AGO,79,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-lalitpur-10390,,13,,, LALITPUR
7,"Rs. 5,35,00,000 (Negotiable)
(Five crore thirty five lakh )",0-7-1-0,0-7-1-0,,7.0,3.0,2.0,,3.5,BUDHANILKANTHA,24/13 FEET,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09986,8 MONTHS AGO,139,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-budhanilkantha-9986,,NEARBY SIDDHARTHA COLONY,,, KATHMANDU
8,"Rs. 7,00,00,000 (Negotiable)
(7 crore)",0-8-0-0,0-4-0-0,,6.0,2.0,2.0,,3.0, MITRANAGAR,14 FT,WEST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB04468,5 YEARS AGO,1777,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-mitranagar-4468,,,,, KATHMANDU
9,"Rs. 6,50,000 (Negotiable)
(Six lakh fifty thousand per month)",3-0-0-0,,,,,,,, MAHARAJGUNJ,13 FT,NONE,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB09324,1 YEAR AGO,1232,NOT FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-baluwatar-kathmandu-9324,,,,, KATHMANDU
10,"Rs. 37,00,000 (Negotiable)
(37 lakh per aana)",0-11-0-0,0-2-0-0,,,,,,,NEAR RING ROAD,14 FT,NORTH,LAND (RESIDENTIAL),PILLAR SYSTEM,GB05416,5 YEARS AGO,6397,,https://www.gharbazar.com/property/details/land-at-sukedhara-5416,150M,50,,, KATHMANDU
11,"Rs. 23,50,000 (Negotiable)
(Twenty three lakh fifty thousand )",9-0-0-0,,,,,,,,GODAWARI,20 FT,NONE,LAND (RESIDENTIAL),NONE,GB09393,5 DAYS AGO,12031,,https://www.gharbazar.com/property/details/invest-in-residential-plots-in-kitini-godawari-lalitpur-9393,,,,, LALITPUR
12,"Rs. 13,50,00,000 (Negotiable)
(Thirteen crore fifty lakh )",3-5-0-0,,,,,,,, PANAUTI,26 FEET,NONE,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB06871,4 YEARS AGO,4380,,https://www.gharbazar.com/property/details/petrol-pump-at-panauti-6871,,,,, KAVRE
13,"Rs. 20,00,000 (Negotiable)
(Twenty lakh per aana )",0-5-1-0,,,,,,,,MAHALAXMI MUNICIPALITY,10 FT,NORTH-WEST,LAND (RESIDENTIAL),PILLAR SYSTEM,GB06377,4 YEARS AGO,2205,,https://www.gharbazar.com/property/details/land-at-tikathali-6377,200M,,,, LALITPUR
14,"Rs. 3,20,00,000 (Negotiable)
(Three crore twenty lakh )",0-6-0-0,2755 SQUARE FEET,,5.0,3.0,2.0,4.0,2.5,BUDHANILKANTHA,13 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06514,3 YEARS AGO,14503,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-pasikot-6514,1000M,20 METERS,,, KATHMANDU
15,"Rs. 5,50,00,000
(Five crore fifty lakh )",0-5-0-0,,,,,,,,BIMSENGOLA BANESHWOR,20FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10776,3 WEEKS AGO,28,,https://www.gharbazar.com/property/details/house-at-bimsengola-baneshwor-10776,,,,, KATHMANDU
16,"Rs. 50,000 (Negotiable)
(Fifty thousand per month)",0-34-0-0,,,,,,,,NEAR MADHYAPUR HOSPITAL,36,WEST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB05152,4 YEARS AGO,3562,,https://www.gharbazar.com/property/details/land-at-madhyapur-thimi-5152,200M,,,, BHAKTAPUR
17,"Rs. 2,85,00,000 (Negotiable)
(Two crore eighty five lakh )",0-4-1-1,2637 SQUARE FEET,,5.0,2.0,3.0,7.0,3.5,SWYAMBHU,9 METER,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10712,1 MONTH AGO,1046,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-swayambhu-10712,500M,,,, KATHMANDU
18,,0-5-3-1,,,4.0,1.0,1.0,4.0,2.5,SITAPAILA,22 FEET,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06359,4 YEARS AGO,7880,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-sitapaila-6359,,,,, KATHMANDU
19,,,,,,,,,,BUDDHANAGAR,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10798,2 WEEKS AGO,41,,https://www.gharbazar.com/property/details/house-at-buddhanagar-10798,,,,, KATHMANDU
20,"Rs. 1,00,00,000 (Negotiable)
(n/a)",0-6-1-0,,,,,,,,BAKHUNDOL LALITPUR,13FT / 20FT,NONE,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10604,1 MONTH AGO,54,,https://www.gharbazar.com/property/details/land-at-bakhundol-lalitpur-10604,,350 METERS FROM MAIN ROAD,,, KATHMANDU
21,"Rs. 55,000 (Negotiable)
(Fifty five thousand per month)",950 SQUARE FEET,,,,,,,,HATTIBAN,20 FT,NONE,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB09766,5 MONTHS AGO,1953,NOT FURNISHED,https://www.gharbazar.com/property/details/apartment-at-classic-tower-satdobato-9766,,,,, LALITPUR
22,"Rs. 38,00,000 (Negotiable)
(Thirty eight lakh )",0-8-0-0,,,,,,,,KAGESHWORI,72 FT,SOUTH-WEST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB09676,10 MONTHS AGO,1061,,https://www.gharbazar.com/property/details/land-at-indrayani-shankharapur-kathmandu-9676,,,,, KATHMANDU
23,"Rs. 4,60,00,000 (Negotiable)
(Four crore sixty lakh )",0-7-0-0,,,5.0,2.0,2.0,,2.5,BUDDHANILKANTHA,13 FT / 20 FT,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10338,5 MONTHS AGO,98,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-buddhanilkantha-10338,,500 METERS,,, KATHMANDU
24,"Rs. 3,00,000 (Negotiable)
(3 lakh only)",1-10-0-0,,,,,,,6.0,BAGDOL,6 LANE ROAD,WEST,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB02766,2 YEARS AGO,5088,SEMI FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-bagdol-2766,,,,, LALITPUR
25,"Rs. 3,09,00,000 (Negotiable)
(Three crore nine lakh)",0-14-2-0,,,,,,,,KUMARIGAL,13FT,SOUTH-EAST,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB04612,4 YEARS AGO,1666,,https://www.gharbazar.com/property/details/land-house-at-kumarigal-4612,,,,, KATHMANDU
26,"Rs. 32,00,000 (Negotiable)
(Thirty two lakh per aana)",4-0-0-0,4-0-0-0,,,,,,,MULPANI  DANCHI  THALI,6 LANE ROAD,SOUTH-EAST,LAND (RESIDENTIAL),NONE,GB06996,4 YEARS AGO,3136,,https://www.gharbazar.com/property/details/land-at-mulpani-6996,,,,, KATHMANDU
27,,0-14-0-0,4000 SQUARE FEET,,8.0,1.0,2.0,2.0,2.5,KUMARIPATI,13 FT,NONE,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB10728,2 HOURS AGO,562,NOT FURNISHED,https://www.gharbazar.com/property/details/commercial-house-at-kumaripati-10728,100M,,,, LALITPUR
28,"Rs. 70 (Negotiable)
(Seventy per sq.ft)",1-0-0-0,,,,,,,,SINAMANGAL,20 FT,NORTH-EAST,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB10243,5 MONTHS AGO,513,NOT FURNISHED,https://www.gharbazar.com/property/details/commercial-space-at-sinamanagal-10243,20M,,5700 SQUARE FEET,, KATHMANDU
29,"Rs. 2,15,00,000 (Negotiable)
(Two crore fifteen lakh )",0-3-3-0,2250 SQUARE FEET,,4.0,2.0,2.0,4.0,2.5,SITAPAILA,13FT /16FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06798,2 YEARS AGO,22770,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-sitapaila-6798,100M,,,, KATHMANDU
30,"Rs. 200 (Negotiable)
(Two hundred per sq.ft )",2320 SQUARE FEET,,,,,,2.0,,TRIPURESWOR,20 FT,NONE,OFFICE SPACE (RESIDENTIAL),PILLAR SYSTEM,GB10447,4 MONTHS AGO,389,FULLY FURNISHED,https://www.gharbazar.com/property/details/showroom-space-at-tripureswor-kathmandu-10447,,,,, KATHMANDU
31,"Rs. 2,35,00,000 (Negotiable)
(Two crore thirty five lakh )",0-3-0-0,,,13.0,,1.0,7.0,4.5,SALLAGHARI,12 FT,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB02688,2 YEARS AGO,2036,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-sallaghari-2688,10M,10 M FR.O.M. SURYA BINAYAK OIL STORE,,, BHAKTAPUR
32,"Rs. 1,25,00,000 (Negotiable)
(1 crore 25 lakh)",0-2-2-2,,,4.0,1.0,1.0,2.0,2.0,GOTHATAR,13 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05342,5 YEARS AGO,4898,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-gothatar-5342,50M,,,, KATHMANDU
33,"Rs. 28,50,000 (Negotiable)
(2850000)",1-01-01-0,,,,,,,,BUDHANILKANTHA UPAR CHESINI NAJIK,20 FT,NONE,HOUSE (RESIDENTIAL),NONE,GB10545,2 MONTHS AGO,120,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-budhanilkantha-upar-chesini-najik-10545,,,,, KATHMANDU
34,"Rs. 18,000 (Negotiable)
(Eighteen thousand )",0-5-0-0,,,1.0,1.0,1.0,1.0,,DHAPAKHEL,13 FEET,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10014,7 MONTHS AGO,84,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-dhapakhel-10014,,,,, LALITPUR
35,"Rs. 40,000 / month (Negotiable)
(Forty thousand )",0-5-2-0,,,,,,,,,16 FT,SOUTH-WEST,LAND (RESIDENTIAL),NONE,GB08845,2 YEARS AGO,2792,,https://www.gharbazar.com/property/details/land-at-dobhighat-lalitpur-8845,,200 MTR,,,DHOBIGHAT LALITPUR
36,"Rs. 2,35,00,000 (Negotiable)
(Two crore thirty five lakh )",,1455 SQUARE METER,,3.0,1.0,1.0,2.0,4.0,HATTIBAN,20 FEET,EAST,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB09950,7 MONTHS AGO,1612,FULLY FURNISHED,https://www.gharbazar.com/property/details/apartment-at-hattiban-lalitpur-9950,,TAKE A RIGHT FROM HATTIBAN ORALO AND WALK 2 MINUTES,,, LALITPUR
37,"Rs. 1,80,00,000 (Negotiable)
(One crore eighty lakh )",0-3-0-0,0-3-0-0,,5.0,3.0,3.0,3.0,2.5,KAPAN,10 FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB02630,2 YEARS AGO,4030,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-kapan-2630,50M,,,, KATHMANDU
38,"Rs. 3,50,00,000 (Negotiable)
(Three crore fifty lakh )",0-5-0-0,,,9.0,,4.0,6.0,3.5, MACHAPOKHARI,22 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB02955,2 YEARS AGO,2255,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-balaju-2955,,,,, KATHMANDU
39,"Rs. 2,35,00,000 (Negotiable)
(Two crore thirty five lakh )",0-3-0-2,,,5.0,2.0,2.0,,2.5,IMADOL NAYA BASTI,16 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10397,4 MONTHS AGO,105,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-naya-basti-10397,,IMADOL POLICE STATION NEAR,,, LALITPUR
40,"Rs. 2,50,00,000 (Negotiable)
(Two crore fifty lakh )",0-3-0-0,,,5.0,1.0,1.0,5.0,3.5,SAINBU,13 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09320,1 YEAR AGO,2189,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-manjushree-colony-sainbu-bhaisepati-9320,100M,20 METER,,, LALITPUR
41,"Rs. 1,70,00,000 (Negotiable)
(One crore seventy lakh )",0-4-0-0,2159 SQUARE FEET,,4.0,1.0,1.0,2.0,2.0, BHAKTAPUR,10 FT.,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07789,2 YEARS AGO,4903,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-balkot-7789,,NEAR FORCE PARK BUS STOP,,, BHAKTAPUR
42,"Rs. 41,00,000 (Negotiable)
(41 lakh per anna)",0-4-0-0,,,,,,,,NEAR NAYA BUS PARK,20,EAST,LAND (RESIDENTIAL),NONE,GB05412,5 YEARS AGO,3384,,https://www.gharbazar.com/property/details/commercial-land-at-gongbu-5412,500M,,,, KATHMANDU
43,,0-,,,2.0,1.0,1.0,,2.5,KALIKASTHAN,10FT/ 20FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10339,5 MONTHS AGO,67,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-kalikasthan-10339,,10 METERS,,, KATHMANDU
44,"Rs. 95,00,000 (Negotiable)
(Ninety five lakh )",0-3-3-0,6011 SQUARE FEET,,2.0,1.0,1.0,1.0,1.5, IMADOL,18 FEET,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06552,3 YEARS AGO,7290,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-6552,60M,,,, LALITPUR
45,"Rs. 1,10,000 (Negotiable)
(One lakh ten thousand per month)",0-4-2-0,1180 SQUARE FEET,,3.0,2.0,1.0,3.0,2.5,SCENIC HOUSING,20,NORTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07562,3 YEARS AGO,11673,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-thaiba-7562,50M,,,, LALITPUR
46,"Rs. 50,00,000
(Fifty lakh )",0-11-0-0,,,,,,,, SITAPAILA,20 FT,SOUTH-WEST,LAND (RESIDENTIAL),NONE,GB10627,1 MONTH AGO,1192,,https://www.gharbazar.com/property/details/land-and-truss-at-bafal-sitapaila-10627,400M,,,, KATHMANDU
47,"Rs. 10,00,000 (Negotiable)
(Ten lakh )",220 SQUARE FEET,,,,,,,,GOKARNESWOR,20 FT,NONE,SHUTTER/S (RESIDENTIAL),PILLAR SYSTEM,GB10258,5 MONTHS AGO,229,FULLY FURNISHED,https://www.gharbazar.com/property/details/aama-pharmacy-at-gokarneswor-10258,,,,, KATHMANDU
48,"Rs. 10,00,00,000 (Negotiable)
(Ten crore )",1-4-0-0,,,4.0,1.0,1.0,2.0,2.5, DHOBIGHAT,16 FT,EAST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB07504,2 YEARS AGO,12903,NOT FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-dhobighat-7504,300M,,,, LALITPUR
49,,0-7-0-0,0-7-0-0,,,,,,5.5, SHANTINAGAR MARG,ABOVE 20 FT PITCHED ROAD,SOUTH-WEST,OFFICE SPACE (RESIDENTIAL),PILLAR SYSTEM,GB06340,4 YEARS AGO,3062,SEMI FURNISHED,https://www.gharbazar.com/property/details/commercial-flat-at-bhandari-tower-shantinagar-marg-6340,300M,,,, KATHMANDU
50,,11-12-1-2,,,15.0,2.0,1.0,15.0,5.0,DHULIKHEL,20 FT,SOUTH,HOTELS & RESORTS (COMMERCIAL),PILLAR SYSTEM,GB10316,4 MONTHS AGO,513,FULLY FURNISHED,https://www.gharbazar.com/property/details/snow-view-mountain-resort-at-dhulikhel-10316,,,,, KAVRE
51,"Rs. 3,99,000 (Negotiable)
(Three lakh ninety nine thousand )",0-0-0-0,,,,,,,,CHABAHIL,22,NORTH-WEST,SHUTTER/S (RESIDENTIAL),PILLAR SYSTEM,GB10526,3 MONTHS AGO,64,NOT FURNISHED,https://www.gharbazar.com/property/details/house-land-at-chabahil-10526,,,,, KATHMANDU
52,"Rs. 4,50,00,000 (Negotiable)
(Four crore fifty lakh )",0-10-0-0,,,7.0,1.0,1.0,6.0,2.5,OPP. OF MEDICITY HOSPITAL,12 FT 10 FT,SOUTH-WEST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB06228,4 YEARS AGO,5519,FULLY FURNISHED,https://www.gharbazar.com/property/details/bangalow-at-nakhu-6228,,,,, LALITPUR
53,"Rs. 3,30,00,000 (Negotiable)
(Three crore thirty lakh )",0-4-2-0,,,7.0,2.0,2.0,3.0,3.0,BUDHANILKANTHA 8 KARKHANA CHOK,13 FEET,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10088,7 MONTHS AGO,129,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-budhanilkantha-8-karkhana-chowk-10088,,JUST 500 METER FROM NARAYANTHAN HIGHWAY,,, KATHMANDU
54,"Rs. 11,00,000 (Negotiable)
(Eleven lakh )",0-,,,,,,,,JAWALAKHEL,20 FT,NONE,RESTAURANT (RESIDENTIAL),PILLAR SYSTEM,GB10438,4 MONTHS AGO,298,NOT FURNISHED,https://www.gharbazar.com/property/details/resturant-at-jawalakhel-10438,,,,, LALITPUR
55,"Rs. 65,000 (Negotiable)
(Sixty five thousand )",0-3-0-0,900 SQUARE FEET,,3.0,3.0,1.0,2.0,2.5, BHAKTAPUR,20 FEET,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10079,7 MONTHS AGO,54,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-suryabinayak-katunje-bhaktapur-10079,,550 METER FROM THE ARANIKO HIGHWAY,,, BHAKTAPUR
56,"Rs. 18,00,000 (Negotiable)
(Per Aana)",0-7-3-0,,,,,,,, KATUNJE,13 FEET,SOUTH,LAND (RESIDENTIAL),PILLAR SYSTEM,GB04599,6 YEARS AGO,2361,,https://www.gharbazar.com/property/details/land-at-katunje-4599,,,,, BHAKTAPUR
57,"Rs. 1,97,00,000 (Negotiable)
(1 crore 97 lakh)",0-3-0-0,,,4.0,3.0,3.0,4.0,3.5,NEAR GOLFUTAR,15,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05703,5 YEARS AGO,3217,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-sundarbasti-5703,600M,20,,, KATHMANDU
58,"Rs. 68,00,000 (Negotiable)
(Sixty eight lakh )",1-1-2-0,,,,,,,,DEUBA CHWOK,8M,NORTH,LAND (RESIDENTIAL),NONE,GB10695,3 DAYS AGO,366,,https://www.gharbazar.com/property/details/nature-indulged-residential-plots-in-budhanilkantha-for-sale-10695,,,,, KATHMANDU
59,,0-6-2-3,,,42.0,,,13.0,6.0,,"13 FT ROAD FROM EAST, 13FT FROM SOUTH, AND 28 FT FROM NORTH",NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03049,2 YEARS AGO,3612,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-mahadevsthan-3049,,,,,
60,"Rs. 6,00,000 (Negotiable)
(4 Table)",0-,,,,,,,,KALANKI,13 FEET,NONE,LAND (RESIDENTIAL),NONE,GB10094,7 MONTHS AGO,73,,https://www.gharbazar.com/property/details/land-at-kalanki-10094,,,,, KATHMANDU
61,"Rs. 26,00,000 (Negotiable)
(Twenty six lakh )",0-3-1-2,,,,,,,, CHANDRAGIRI,16 FEET,NONE,LAND (RESIDENTIAL),NONE,GB09971,8 MONTHS AGO,75,,https://www.gharbazar.com/property/details/land-at-thankot-chandragiri-9971,,,,, KATHMANDU
62,,5000 SQUARE FEET,5000 SQUARE FEET,,,,,4.0,,AMBE COMPLEX,32,EAST,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB05301,5 YEARS AGO,5088,SEMI FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-teku-5301,,,,, KATHMANDU
63,,,,,6.0,1.0,1.0,1.0,2.0,KAWASOTI,20 FT.,WEST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB02737,4 YEARS AGO,1761,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-kawasoti-2737,,,,, NAWALPARASI
64,"Rs. 2,40,00,000 (Negotiable)
(Two Crores Forty Lakhs )",0-3-1-0,,,4.0,2.0,2.0,3.0,2.5,NEAR MATRIBHUMI SCHOOL,13 FT,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05692,5 YEARS AGO,3252,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-lokanthali-5692,600M,20,,, BHAKTAPUR
65,"Rs. 2,50,00,000 (Negotiable)
(Two crore fifty lakh )",0-6-0-0,,,5.0,2.0,3.0,3.0,2.5, SATDOBATO,10 FT,NORTH,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB02815,4 YEARS AGO,5332,SEMI FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-satdobato-2815,,ABOUT 100 FEET FROM PEACH ROAD. ABOUT 350 METERS FROM MAIN ROAD.,,, LALITPUR
66,"Rs. 85,00,000 (Negotiable)
(Eighty five lakh )",0-6-2-0,,,,,,,,CHHOREPATAN,20 FEET,NONE,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10232,5 MONTHS AGO,37,,https://www.gharbazar.com/property/details/land-at-chhorepatan-10232,,,,, KASKI
67,"Rs. 1,50,00,000 (Negotiable)
(1 crore 50 lakh)",0-0-3-2,,,,,,,5.0,,,SOUTH-EAST,HOUSE (COMMERCIAL),PILLAR SYSTEM,GB04554,6 YEARS AGO,2602,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-bagbazar-4554,,,,,
68,"Rs. 2,95,00,000 (Negotiable)
(Two crore ninety five lakh )",0-4-0-0,,,6.0,3.0,3.0,3.0,3.0, KADAGHARI,13 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09973,8 MONTHS AGO,140,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-pepsicola-kadaghari-9973,,BACK SIDE OF LOUMAS PHARMACY 13 FIT ROAD,,, KATHMANDU
69,"Rs. 4,10,00,000 (Negotiable)
(Four crore ten lakh )",0-6-0-0,2700 SQUARE FEET,,5.0,1.0,1.0,5.0,2.5,BUDHANILKANTHA,13 FT,SOUTH,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB05609,3 YEARS AGO,34470,FULLY FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-pasikot-5609,500M,20,,, KATHMANDU
70,"Rs. 25,00,000
(Twenty five lakh )",0-3-0-0,,,,,,,,BHAKTAPUR,20FT/13FT,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10718,1 MONTH AGO,31,,https://www.gharbazar.com/property/details/land-at-jhaukhel-bhaktapur-10718,,500M FROM WADA KARYALAYA,,, KATHMANDU
71,"Rs. 2,50,000 (Negotiable)
(Two lakh fifty thousand )",0-12-0-0,,,,,,,,NEAR MODERN DAIRY KIWACHWOK,16 FEET,NONE,FARM HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10255,5 MONTHS AGO,32,NOT FURNISHED,https://www.gharbazar.com/property/details/farm-house-at-kiwachwok-10255,,,,, KATHMANDU
72,"Rs. 65,00,000 (Negotiable)
(65 lakh )",9659 SQUARE FEET,1822 SQUARE FEET,,4.0,,1.0,1.0,1.0, DAMAK,30 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03932,5 YEARS AGO,11255,NOT FURNISHED,https://www.gharbazar.com/property/details/house-land-at-damak-3932,500M,,,, JHAPA
73,,0-3-1-1,,,,,,,,SUKEDHARA,,NONE,LAND (RESIDENTIAL),NONE,GB01726,2 YEARS AGO,2139,,https://www.gharbazar.com/property/details/land-at-sukedhara-1726,,,,, KATHMANDU
74,"Rs. 14,00,000 (Negotiable)
(14 lakh per aana)",0-16-0-0,,,,,,,,HIGH VISION COLONY,20 FT,SOUTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB05378,5 YEARS AGO,5930,,https://www.gharbazar.com/property/details/land-at-thankot-chandragiri-5378,150M,,,, KATHMANDU
75,"Rs. 2,10,00,000 (Negotiable)
(2 crore 10 lakh)",0-3-0-0,,,7.0,1.0,2.0,3.0,2.5,,20,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05661,5 YEARS AGO,2450,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-pepsicola-5661,50M,10,,,
